Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2017-04-12 12:52 AM,68 F,54 F,61 %,SW,6 mph,0 mph,30.09 in,0.0 in,Partly Cloudy
2017-04-12 1:52 AM,71 F,53 F,53 %,W,8 mph,0 mph,30.09 in,0.0 in,Partly Cloudy
2017-04-12 2:52 AM,69 F,54 F,58 %,WNW,7 mph,0 mph,30.09 in,0.0 in,Mostly Cloudy
2017-04-12 3:52 AM,68 F,55 F,63 %,NW,8 mph,0 mph,30.09 in,0.0 in,Mostly Cloudy
2017-04-12 4:52 AM,66 F,55 F,68 %,N,3 mph,0 mph,30.10 in,0.0 in,Mostly Cloudy
2017-04-12 5:52 AM,65 F,55 F,70 %,NE,3 mph,0 mph,30.12 in,0.0 in,Mostly Cloudy
2017-04-12 6:52 AM,66 F,54 F,65 %,N,3 mph,0 mph,30.13 in,0.0 in,Cloudy
2017-04-12 7:52 AM,67 F,55 F,66 %,N,6 mph,0 mph,30.16 in,0.0 in,Cloudy
2017-04-12 8:52 AM,69 F,55 F,61 %,VAR,5 mph,0 mph,30.18 in,0.0 in,Cloudy
2017-04-12 9:52 AM,70 F,55 F,59 %,NNW,14 mph,0 mph,30.20 in,0.0 in,Cloudy
2017-04-12 10:52 AM,68 F,55 F,63 %,NW,16 mph,0 mph,30.22 in,0.0 in,Light Rain
2017-04-12 11:52 AM,70 F,56 F,61 %,N,10 mph,0 mph,30.22 in,0.0 in,Cloudy
2017-04-12 12:52 PM,72 F,56 F,57 %,VAR,3 mph,0 mph,30.20 in,0.0 in,Cloudy
2017-04-12 1:52 PM,76 F,56 F,50 %,NNW,9 mph,20 mph,30.19 in,0.0 in,Cloudy
2017-04-12 2:52 PM,76 F,55 F,48 %,NW,12 mph,18 mph,30.18 in,0.0 in,Cloudy
2017-04-12 3:52 PM,78 F,49 F,36 %,NW,13 mph,21 mph,30.17 in,0.0 in,Mostly Cloudy
2017-04-12 4:52 PM,78 F,48 F,35 %,NNW,10 mph,0 mph,30.17 in,0.0 in,Mostly Cloudy
2017-04-12 5:52 PM,78 F,47 F,33 %,WNW,5 mph,0 mph,30.17 in,0.0 in,Partly Cloudy
2017-04-12 6:52 PM,76 F,41 F,29 %,N,14 mph,0 mph,30.18 in,0.0 in,Partly Cloudy
2017-04-12 7:52 PM,73 F,40 F,30 %,NW,7 mph,0 mph,30.20 in,0.0 in,Fair
2017-04-12 8:52 PM,71 F,38 F,30 %,NNW,10 mph,0 mph,30.23 in,0.0 in,Fair
2017-04-12 9:52 PM,69 F,32 F,25 %,N,13 mph,0 mph,30.26 in,0.0 in,Fair
2017-04-12 10:52 PM,67 F,33 F,28 %,N,7 mph,0 mph,30.27 in,0.0 in,Fair
2017-04-12 11:52 PM,62 F,38 F,41 %,N,8 mph,0 mph,30.28 in,0.0 in,Fair
