Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2014-01-28 12:52 AM,23 F,0 F,37 %,NW,15 mph,0 mph,30.19 in,0.0 in,Mostly Cloudy
2014-01-28 1:52 AM,22 F,0 F,38 %,NNW,21 mph,0 mph,30.22 in,0.0 in,Cloudy / Windy
2014-01-28 2:52 AM,21 F,-3 F,35 %,NNW,21 mph,28 mph,30.24 in,0.0 in,Cloudy / Windy
2014-01-28 3:52 AM,20 F,-6 F,32 %,NW,22 mph,29 mph,30.26 in,0.0 in,Cloudy / Windy
2014-01-28 4:52 AM,19 F,-6 F,33 %,NW,10 mph,21 mph,30.29 in,0.0 in,Cloudy
2014-01-28 5:52 AM,18 F,-7 F,33 %,NW,12 mph,24 mph,30.33 in,0.0 in,Cloudy
2014-01-28 6:52 AM,16 F,-9 F,32 %,NW,18 mph,28 mph,30.35 in,0.0 in,Cloudy
2014-01-28 7:52 AM,15 F,-8 F,36 %,NNW,18 mph,26 mph,30.38 in,0.0 in,Cloudy
2014-01-28 8:52 AM,14 F,-9 F,35 %,NNW,18 mph,0 mph,30.42 in,0.0 in,Cloudy
2014-01-28 9:52 AM,14 F,-9 F,35 %,NNW,15 mph,0 mph,30.44 in,0.0 in,Cloudy
2014-01-28 10:52 AM,14 F,-9 F,35 %,NNW,13 mph,0 mph,30.44 in,0.0 in,Cloudy
2014-01-28 11:52 AM,15 F,-9 F,34 %,NW,9 mph,0 mph,30.45 in,0.0 in,Cloudy
2014-01-28 12:52 PM,17 F,-9 F,31 %,CALM,0 mph,0 mph,30.42 in,0.0 in,Cloudy
2014-01-28 1:52 PM,17 F,-8 F,33 %,WNW,5 mph,0 mph,30.38 in,0.0 in,Cloudy
2014-01-28 2:52 PM,18 F,-8 F,31 %,NNW,5 mph,0 mph,30.38 in,0.0 in,Cloudy
2014-01-28 3:52 PM,18 F,-8 F,31 %,WNW,5 mph,0 mph,30.36 in,0.0 in,Cloudy
2014-01-28 4:52 PM,19 F,-7 F,31 %,N,3 mph,0 mph,30.35 in,0.0 in,Cloudy
2014-01-28 5:52 PM,19 F,-7 F,31 %,NW,8 mph,0 mph,30.35 in,0.0 in,Cloudy
2014-01-28 6:52 PM,18 F,-6 F,35 %,NNW,9 mph,0 mph,30.34 in,0.0 in,Cloudy
2014-01-28 7:52 PM,18 F,-6 F,35 %,NW,9 mph,0 mph,30.34 in,0.0 in,Cloudy
2014-01-28 8:52 PM,18 F,-5 F,36 %,NW,8 mph,0 mph,30.33 in,0.0 in,Cloudy
2014-01-28 9:52 PM,18 F,-4 F,38 %,NW,7 mph,0 mph,30.32 in,0.0 in,Cloudy
2014-01-28 10:25 PM,18 F,-4 F,38 %,NNW,3 mph,0 mph,30.31 in,0.0 in,Cloudy
2014-01-28 10:41 PM,18 F,0 F,45 %,NNW,3 mph,0 mph,30.30 in,0.0 in,Cloudy
2014-01-28 10:52 PM,17 F,1 F,50 %,N,5 mph,0 mph,30.30 in,0.0 in,Cloudy
2014-01-28 11:05 PM,18 F,3 F,53 %,WNW,6 mph,0 mph,30.30 in,0.0 in,Cloudy
2014-01-28 11:52 PM,16 F,7 F,68 %,NW,9 mph,0 mph,30.29 in,0.0 in,Cloudy
2014-01-28 12:22 AM,16 F,7 F,68 %,NNW,9 mph,0 mph,30.28 in,0.0 in,Cloudy
2014-01-28 12:39 AM,16 F,7 F,68 %,NW,9 mph,0 mph,30.27 in,0.0 in,Cloudy
