Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2018-09-19 12:52 AM,75 F,66 F,73 %,NNW,12 mph,0 mph,29.82 in,0.0 in,Fair
2018-09-19 1:52 AM,75 F,66 F,73 %,NNW,8 mph,0 mph,29.83 in,0.0 in,Fair
2018-09-19 2:52 AM,73 F,66 F,79 %,NNW,7 mph,0 mph,29.83 in,0.0 in,Fair
2018-09-19 3:52 AM,74 F,66 F,76 %,NNW,8 mph,0 mph,29.84 in,0.0 in,Fair
2018-09-19 4:52 AM,73 F,66 F,79 %,N,7 mph,0 mph,29.85 in,0.0 in,Fair
2018-09-19 5:52 AM,73 F,66 F,79 %,NNW,9 mph,0 mph,29.86 in,0.0 in,Fair
2018-09-19 6:52 AM,73 F,66 F,79 %,NNW,8 mph,0 mph,29.87 in,0.0 in,Fair
2018-09-19 7:52 AM,74 F,67 F,79 %,NNW,10 mph,0 mph,29.89 in,0.0 in,Partly Cloudy
2018-09-19 8:52 AM,76 F,68 F,76 %,NNW,13 mph,0 mph,29.91 in,0.0 in,Mostly Cloudy
2018-09-19 9:52 AM,80 F,69 F,69 %,NNW,12 mph,0 mph,29.92 in,0.0 in,Fair
2018-09-19 10:52 AM,82 F,69 F,65 %,N,10 mph,0 mph,29.92 in,0.0 in,Fair
2018-09-19 11:52 AM,84 F,69 F,61 %,N,10 mph,0 mph,29.92 in,0.0 in,Partly Cloudy
2018-09-19 12:52 PM,85 F,69 F,59 %,N,15 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy
2018-09-19 1:52 PM,86 F,68 F,55 %,N,13 mph,0 mph,29.92 in,0.0 in,Partly Cloudy
2018-09-19 2:52 PM,87 F,66 F,49 %,N,13 mph,0 mph,29.92 in,0.0 in,Fair
2018-09-19 3:52 PM,87 F,64 F,46 %,NNE,15 mph,0 mph,29.91 in,0.0 in,Partly Cloudy
2018-09-19 4:52 PM,87 F,66 F,49 %,NE,6 mph,0 mph,29.91 in,0.0 in,Partly Cloudy
2018-09-19 5:52 PM,84 F,65 F,53 %,NE,7 mph,0 mph,29.92 in,0.0 in,Partly Cloudy
2018-09-19 6:52 PM,82 F,65 F,56 %,NE,7 mph,0 mph,29.94 in,0.0 in,Partly Cloudy
2018-09-19 7:52 PM,81 F,65 F,58 %,NE,5 mph,0 mph,29.95 in,0.0 in,Partly Cloudy
2018-09-19 8:52 PM,78 F,67 F,68 %,ESE,3 mph,0 mph,29.98 in,0.0 in,Fair
2018-09-19 9:52 PM,76 F,67 F,74 %,CALM,0 mph,0 mph,30.00 in,0.0 in,Fair
2018-09-19 10:52 PM,75 F,68 F,79 %,CALM,0 mph,0 mph,30.02 in,0.0 in,Partly Cloudy
2018-09-19 11:52 PM,73 F,69 F,87 %,CALM,0 mph,0 mph,30.03 in,0.0 in,Fair
