Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2018-06-21 12:52 AM,74 F,69 F,85 %,W,7 mph,0 mph,29.77 in,0.0 in,Cloudy
2018-06-21 1:52 AM,73 F,69 F,87 %,WSW,6 mph,0 mph,29.76 in,0.0 in,Cloudy
2018-06-21 2:16 AM,73 F,69 F,87 %,SSW,5 mph,0 mph,29.75 in,0.0 in,Cloudy
2018-06-21 2:52 AM,73 F,69 F,87 %,SSW,3 mph,0 mph,29.73 in,0.0 in,Cloudy
2018-06-21 3:52 AM,73 F,69 F,87 %,CALM,0 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2018-06-21 4:52 AM,73 F,69 F,87 %,SSW,5 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
2018-06-21 5:52 AM,73 F,69 F,87 %,SW,5 mph,0 mph,29.73 in,0.0 in,Mostly Cloudy
2018-06-21 6:52 AM,74 F,70 F,87 %,S,3 mph,0 mph,29.74 in,0.0 in,Mostly Cloudy
2018-06-21 7:52 AM,76 F,70 F,82 %,W,5 mph,0 mph,29.75 in,0.0 in,Mostly Cloudy
2018-06-21 8:52 AM,79 F,70 F,74 %,WNW,5 mph,0 mph,29.76 in,0.0 in,Mostly Cloudy
2018-06-21 9:52 AM,79 F,71 F,77 %,ENE,5 mph,0 mph,29.76 in,0.0 in,Mostly Cloudy
2018-06-21 10:52 AM,81 F,70 F,69 %,N,8 mph,0 mph,29.76 in,0.0 in,Cloudy
2018-06-21 11:52 AM,81 F,70 F,69 %,N,12 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy
2018-06-21 12:52 PM,81 F,72 F,74 %,NE,12 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy
2018-06-21 1:42 PM,83 F,70 F,65 %,N,9 mph,0 mph,29.77 in,0.0 in,Cloudy
2018-06-21 1:52 PM,82 F,69 F,65 %,N,12 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy
2018-06-21 2:07 PM,82 F,69 F,65 %,N,9 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy
2018-06-21 2:37 PM,84 F,70 F,63 %,N,9 mph,0 mph,29.76 in,0.0 in,Cloudy
2018-06-21 2:52 PM,83 F,69 F,63 %,N,10 mph,0 mph,29.76 in,0.0 in,Cloudy
2018-06-21 3:52 PM,85 F,69 F,59 %,NNE,12 mph,0 mph,29.76 in,0.0 in,Mostly Cloudy
2018-06-21 4:52 PM,83 F,68 F,60 %,NNW,9 mph,0 mph,29.75 in,0.0 in,Cloudy
2018-06-21 5:52 PM,82 F,68 F,62 %,NNE,10 mph,0 mph,29.75 in,0.0 in,Cloudy
2018-06-21 6:52 PM,81 F,68 F,65 %,NE,7 mph,0 mph,29.76 in,0.0 in,Cloudy
2018-06-21 7:52 PM,81 F,68 F,65 %,E,5 mph,0 mph,29.78 in,0.0 in,Cloudy
2018-06-21 8:52 PM,79 F,69 F,72 %,E,7 mph,0 mph,29.79 in,0.0 in,Cloudy
2018-06-21 9:52 PM,79 F,67 F,66 %,E,7 mph,0 mph,29.80 in,0.0 in,Mostly Cloudy
2018-06-21 10:52 PM,79 F,66 F,64 %,E,3 mph,0 mph,29.80 in,0.0 in,Cloudy
2018-06-21 11:52 PM,78 F,68 F,71 %,ESE,5 mph,0 mph,29.82 in,0.0 in,Cloudy
